card_acc_no,card_no,cust_id,valid_thru,cvv,cred_limit,outstanding
2990,4371324763476774362,344,11/25,785,24288.35,7133.75
2991,4930647680087074,2490,01/35,242,37792.5,38869.5
2992,180091595207003,910,11/30,8652,48136.16,37411.22
2993,4149379909045413,1113,11/28,379,4000.74,7307.87
2994,36581441289011,1755,07/25,965,45239.59,32879.43
2995,5399337027619588,1096,06/33,0640,44746.47,10952.6
2996,4357759800026511424,26,07/31,712,39250.91,16877.95
2997,6011863798070376,54,08/27,498,35576.09,35915.82
2998,4895105312184,844,10/32,711,16739.64,7459.01
2999,4241662002761,702,06/34,850,1306.55,28516.65
3000,30060815996275,1187,09/30,996,10517.8,34300.64
