account_no,cust_id,balance,type,creation_date,status
1003658,1836,557159.03,current,1983-05-12,active
1003659,1837,971820.25,current,2015-03-31,active
1003660,1837,883684.28,current,2017-07-23,active
1003661,1837,433861.96,current,2016-05-20,active
1003662,1838,76660.46,saving,2008-04-11,active
1003663,1839,713514.42,current,2024-06-05,active
1003664,1839,847448.08,current,2023-12-25,active
1003665,1840,857667.73,saving,2025-02-20,active
1003666,1840,156194.9,saving,2025-03-10,inactive
1003667,1840,390540.21,current,2025-03-04,active
1003668,1841,251919.88,saving,2022-04-01,active
1003669,1841,224689.24,current,2018-12-02,active
1003670,1842,99511.97,saving,2018-10-04,active
1003671,1843,805088.85,saving,2023-07-31,active
1003672,1844,141769.95,current,1993-12-27,active
1003673,1844,18900.41,current,2018-07-24,active
1003674,1845,816607.15,current,2021-10-30,active
1003675,1846,743138.74,saving,2014-04-29,active
1003676,1846,981922.98,current,2018-02-16,active
1003677,1846,682640.71,current,2017-06-22,active
1003678,1847,895714.44,saving,2024-06-14,active
1003679,1847,721943.3,current,2025-01-23,active
1003680,1848,257725.11,current,2002-08-25,active
1003681,1848,588044.2,current,2005-06-06,active
1003682,1849,218175.06,saving,2011-05-18,active
1003683,1849,17637.93,current,2018-11-04,active
1003684,1849,679727.8,current,2013-09-26,inactive
1003685,1850,478587.51,saving,2015-02-06,inactive
1003686,1850,298633.7,current,2020-10-28,active
1003687,1850,876965.05,current,2012-12-17,active
1003688,1851,824261.54,saving,2021-07-17,active
1003689,1851,362098.2,saving,2008-06-15,active
1003690,1852,697788.79,saving,2019-12-15,active
1003691,1853,594719.58,current,2015-07-15,active
1003692,1854,945987.31,current,2004-04-24,active
1003693,1854,437626.63,current,2024-09-12,active
1003694,1854,722721.46,current,2004-11-28,active
1003695,1855,233145.53,saving,2024-12-10,active
1003696,1856,964910.58,saving,2016-05-20,active
1003697,1856,156463.6,current,2021-04-29,inactive
1003698,1857,542568.56,saving,2016-06-27,active
1003699,1857,656981.86,saving,2023-06-28,active
1003700,1857,85889.32,current,2024-07-24,active
1003701,1858,375870.41,saving,2010-11-11,active
1003702,1858,559078.05,current,2014-03-16,active
1003703,1858,12611.02,current,2019-11-19,inactive
1003704,1859,87589.27,current,2019-10-08,active
1003705,1859,859844.38,current,2015-10-23,active
1003706,1859,859431.35,saving,2023-06-21,active
1003707,1860,265086.22,current,2015-06-25,active
1003708,1861,107817.5,saving,2007-02-14,active
1003709,1862,885024.1,saving,2011-08-27,active
1003710,1862,248454.16,current,2004-04-03,active
1003711,1863,142793.58,current,2022-01-21,active
1003712,1864,705226.17,saving,2024-07-13,active
1003713,1864,13181.46,current,2025-02-16,active
1003714,1865,755842.79,saving,2022-05-02,active
1003715,1865,537107.29,saving,2023-12-02,active
1003716,1865,339643.35,current,2021-12-15,active
1003717,1866,911119.03,current,2021-11-11,active
1003718,1866,602118.01,saving,2019-08-26,active
1003719,1866,201567.27,saving,2019-01-07,active
1003720,1867,621540.38,current,2025-02-07,inactive
1003721,1867,524685.47,saving,2022-12-03,active
1003722,1867,935275.89,saving,2024-05-04,active
1003723,1868,119558.77,saving,2023-06-26,active
1003724,1869,527766.05,current,2020-11-17,active
1003725,1869,281144.34,saving,2021-07-26,active
1003726,1870,706463.93,saving,2022-06-16,active
1003727,1870,35615.08,current,2016-06-05,inactive
1003728,1870,816709.45,current,2019-05-16,active
1003729,1871,533748.29,current,2024-01-28,active
1003730,1871,378483.62,saving,2015-04-23,active
1003731,1871,881714.57,current,2022-01-15,active
1003732,1872,339505.51,saving,2022-01-04,active
1003733,1872,236285.54,current,2022-08-05,active
1003734,1872,288114.53,saving,2021-09-30,inactive
1003735,1873,798037.14,current,2019-03-28,active
1003736,1873,888016.16,saving,2018-05-10,active
1003737,1874,708862.68,current,2018-12-22,active
1003738,1874,484855.46,saving,2021-05-24,active
1003739,1874,275029.56,saving,2018-10-15,active
1003740,1875,710852.03,saving,2011-10-05,active
1003741,1875,674440.22,saving,2019-07-03,active
1003742,1876,375984.19,current,2020-11-17,active
1003743,1876,521918.55,saving,1986-08-06,inactive
1003744,1877,606563.78,saving,2024-08-21,active
1003745,1878,269843.39,saving,2023-05-07,active
1003746,1878,615918.51,saving,2015-02-18,active
1003747,1878,504796.46,current,2023-01-30,active
1003748,1879,28410.81,saving,2021-02-16,active
1003749,1879,740447.67,saving,1992-10-30,active
1003750,1880,995865.77,current,2011-09-20,active
1003751,1880,611289.95,current,1998-10-08,active
1003752,1880,505112.5,saving,2023-07-10,active
1003753,1881,698652.76,current,2021-06-18,active
1003754,1881,609094.19,current,2021-12-02,active
1003755,1881,892934.86,current,2025-01-17,active
1003756,1882,961701.17,current,2019-08-19,active
1003757,1883,976737.69,saving,1993-06-13,active
1003758,1883,776019.09,current,2020-03-02,active
1003759,1883,972177.68,saving,2018-09-05,inactive
1003760,1884,738014.47,saving,2025-02-23,active
1003761,1885,100516.15,current,2011-02-21,active
1003762,1885,185334.37,current,1984-09-10,active
1003763,1886,270660.45,saving,2001-12-23,active
1003764,1887,251047.15,saving,2023-08-06,active
1003765,1888,854132.8,current,2025-03-07,active
1003766,1888,722677.7,saving,2012-01-11,active
1003767,1889,853011.6,saving,2019-08-16,active
1003768,1889,413876.86,current,2016-03-18,active
1003769,1889,585823.56,saving,2012-12-25,active
1003770,1890,794964.65,current,2023-08-10,active
1003771,1891,980183.36,current,2023-01-29,active
1003772,1891,870298.97,current,2024-11-04,active
1003773,1892,460902.39,saving,2020-05-03,active
1003774,1892,513177.02,saving,2022-07-11,active
1003775,1893,851127.2,current,2025-02-22,active
1003776,1893,511898.29,current,2025-01-22,active
1003777,1893,552826.57,current,2024-10-28,active
1003778,1894,639537.97,saving,2023-10-08,active
1003779,1895,412525.51,saving,2023-06-28,active
1003780,1896,581014.94,current,2025-02-26,active
1003781,1896,672150.67,saving,2024-12-21,active
1003782,1896,577181.24,saving,2023-05-01,active
1003783,1897,827782.35,current,2022-06-13,active
1003784,1898,364199.02,saving,2024-08-17,active
1003785,1898,826469.3,current,2024-10-25,active
1003786,1899,522804.69,saving,1999-09-25,active
1003787,1900,860756.47,saving,2011-09-22,active
1003788,1900,872973.66,current,2024-06-29,active
1003789,1901,266966.7,current,1974-08-15,active
1003790,1901,31557.41,saving,1999-11-26,active
1003791,1902,272081.68,current,2010-04-02,inactive
1003792,1903,944976.51,saving,2023-05-25,active
1003793,1903,883828.3,saving,2023-06-03,active
1003794,1903,924257.91,current,2023-07-13,active
1003795,1904,549707.57,saving,2019-06-08,inactive
1003796,1905,889858.48,saving,2024-11-12,active
1003797,1906,739244.61,current,2017-07-26,active
1003798,1906,6335.33,current,2018-02-23,active
1003799,1907,648163.87,current,2023-09-11,inactive
1003800,1908,660190.62,saving,2023-09-05,active
1003801,1908,700514.9,current,2025-01-17,inactive
1003802,1909,501541.42,current,2020-06-12,active
1003803,1909,824948.65,current,2019-12-19,active
1003804,1910,928437.79,current,2025-02-06,active
1003805,1911,327859.22,saving,2002-09-25,inactive
1003806,1912,212070.74,saving,2024-06-30,inactive
1003807,1912,779472.14,saving,2024-10-30,active
1003808,1913,229293.4,saving,2005-09-28,active
1003809,1913,455704.72,saving,1999-09-10,active
1003810,1913,736110.06,saving,2014-10-15,active
1003811,1914,329461.93,saving,1993-12-10,active
1003812,1914,383310.33,current,2012-02-29,active
1003813,1914,576131.55,current,1999-07-26,active
1003814,1915,4986.26,saving,2023-04-10,active
1003815,1915,160252.86,current,2022-05-25,active
1003816,1916,939390.89,current,2025-02-11,inactive
1003817,1917,866428.92,current,2009-09-15,active
1003818,1918,731915.87,saving,2020-02-10,active
1003819,1918,339265.46,saving,2007-08-26,active
1003820,1919,457615.27,current,2025-02-25,active
1003821,1919,69569.28,current,2024-10-28,active
1003822,1919,231815.8,current,2024-12-12,active
1003823,1920,410449.04,saving,2017-06-18,active
1003824,1920,656698.21,saving,2015-12-05,active
1003825,1920,402934.06,saving,2008-03-28,active
1003826,1921,930231.35,current,2006-06-17,active
1003827,1922,668694.26,current,2025-02-03,active
1003828,1922,877402.15,saving,2025-03-08,active
1003829,1922,39661.62,saving,2025-01-30,active
1003830,1923,440423.23,current,2022-09-15,active
1003831,1923,610521.66,saving,2023-12-16,active
1003832,1924,99869.15,saving,2007-03-15,active
1003833,1924,589997.59,current,2012-08-05,active
1003834,1925,380727.69,saving,2025-02-02,active
1003835,1925,536972.91,current,2024-01-23,active
1003836,1925,827109.7,current,2023-12-09,active
1003837,1926,445338.27,saving,2020-05-12,active
1003838,1926,225207.8,current,2018-02-22,active
1003839,1927,687239.91,current,2017-10-04,inactive
1003840,1927,13919.89,saving,2017-02-10,active
1003841,1928,885176.23,current,2024-01-03,active
1003842,1929,91621.51,saving,2024-12-30,active
1003843,1929,283204.75,saving,2024-01-21,active
1003844,1929,203011.99,current,2024-04-23,active
1003845,1930,746438.83,saving,2023-12-09,active
1003846,1930,872014.07,current,2023-09-11,inactive
1003847,1931,260977.38,saving,2005-07-18,active
1003848,1932,545151.72,saving,2023-12-20,active
1003849,1932,64363.6,current,2016-05-22,active
1003850,1932,524270.8,current,2024-09-12,active
1003851,1933,353226.61,saving,2023-10-24,active
1003852,1933,187129.8,current,2022-02-12,active
1003853,1933,363732.97,current,2020-10-14,inactive
1003854,1934,507816.42,current,2006-02-07,inactive
1003855,1934,841654.96,current,2002-07-03,active
1003856,1934,293557.17,saving,2011-12-22,active
1003857,1935,411484.5,saving,2007-07-10,active
1003858,1936,654374.01,saving,2003-11-18,active
1003859,1937,678887.04,saving,2022-09-27,active
1003860,1938,234661.11,saving,2025-01-18,active
1003861,1938,343770.19,current,2023-11-07,inactive
1003862,1939,411905.92,current,2024-12-20,active
1003863,1940,301932.68,saving,2020-05-26,active
1003864,1940,657798.4,saving,2024-04-24,active
1003865,1941,167971.96,current,2001-11-20,active
1003866,1942,865355.35,saving,2024-12-31,active
1003867,1942,919200.53,saving,2024-07-31,active
1003868,1943,468425.56,current,2022-08-05,active
1003869,1943,704681.58,saving,2019-04-02,active
1003870,1943,652656.24,saving,2020-04-20,active
1003871,1944,974700.93,current,2023-08-11,active
1003872,1944,612479.83,current,2024-04-11,active
1003873,1944,995108.92,current,2024-04-28,active
1003874,1945,240507.86,saving,1992-05-01,active
1003875,1945,980886.01,saving,2008-07-14,active
1003876,1945,876567.4,current,2025-02-07,active
1003877,1946,793439.47,current,2024-10-22,active
1003878,1947,794011.0,current,2025-03-14,inactive
1003879,1948,979029.8,current,2020-09-12,active
1003880,1949,447453.21,saving,2010-08-27,active
1003881,1950,776013.9,current,2020-03-18,active
1003882,1950,524055.76,saving,2020-10-26,active
1003883,1950,832954.6,saving,2020-04-18,inactive
1003884,1951,149881.75,saving,2025-03-02,active
1003885,1951,171413.81,saving,2025-02-21,active
1003886,1952,714576.4,current,2023-05-26,active
1003887,1953,250991.64,saving,2019-04-03,active
1003888,1953,716897.04,current,2017-08-24,active
1003889,1953,836887.31,saving,2020-05-04,active
1003890,1954,551187.74,saving,2024-07-31,active
1003891,1955,395664.19,current,2021-06-10,active
1003892,1956,778502.5,saving,2024-06-22,active
1003893,1957,981478.94,saving,2017-11-18,active
1003894,1957,822888.36,saving,2018-10-03,active
1003895,1957,617454.63,saving,2018-02-18,active
1003896,1958,940163.74,saving,2024-09-04,active
1003897,1958,894735.86,saving,2024-05-09,active
1003898,1959,496022.18,current,2018-04-23,active
1003899,1959,398964.76,saving,2020-08-11,active
1003900,1959,205809.9,current,2024-12-19,active
1003901,1960,291453.34,saving,2008-05-12,active
1003902,1960,812582.32,saving,2002-02-06,active
1003903,1960,448859.83,current,2021-05-11,active
1003904,1961,126091.94,current,2011-01-29,active
1003905,1962,919731.56,current,2020-09-16,active
1003906,1962,553492.5,saving,2023-12-09,active
1003907,1963,920233.6,current,2024-12-26,active
1003908,1964,229583.9,current,1998-02-16,active
1003909,1964,46475.94,current,2000-08-29,active
1003910,1965,508783.34,current,1967-06-02,active
1003911,1965,166997.96,saving,2020-09-21,active
1003912,1965,869932.89,saving,2006-05-01,inactive
1003913,1966,724993.72,saving,2024-11-13,active
1003914,1967,882481.72,saving,2016-04-14,active
1003915,1967,692405.93,saving,2021-12-02,active
1003916,1967,823965.54,saving,2024-04-29,active
1003917,1968,100315.07,saving,2024-07-13,active
1003918,1968,166112.75,saving,2023-12-27,active
1003919,1968,176471.83,saving,2021-08-18,active
1003920,1969,854268.33,saving,2024-11-19,active
1003921,1969,994496.71,current,2024-04-10,active
1003922,1970,746112.37,saving,2023-08-04,active
1003923,1970,846663.75,saving,2019-06-03,inactive
1003924,1971,942774.79,saving,2024-06-24,active
1003925,1972,430619.37,saving,2025-01-17,active
1003926,1972,579173.14,current,2025-03-15,active
1003927,1972,663158.15,current,2025-03-15,active
1003928,1973,595533.34,saving,2000-03-28,active
1003929,1973,300749.92,current,1985-02-13,active
1003930,1973,866875.98,saving,1986-11-23,active
1003931,1974,290558.75,current,2024-12-23,active
1003932,1975,46318.57,saving,2016-02-15,active
1003933,1975,343447.17,current,2014-10-31,inactive
1003934,1975,325865.48,current,2012-05-26,active
1003935,1976,474887.47,saving,2018-12-26,active
1003936,1977,382313.99,current,2019-12-14,active
1003937,1978,593011.77,saving,2022-06-15,active
1003938,1979,38324.29,current,2011-05-07,active
1003939,1980,342059.12,current,2021-03-25,active
1003940,1981,763530.07,current,2023-10-21,active
1003941,1981,214001.78,current,2024-03-07,active
1003942,1982,176083.87,saving,2015-10-27,active
1003943,1983,766178.3,current,2017-04-16,active
1003944,1984,404646.41,saving,2012-11-27,active
1003945,1984,656192.0,current,2007-06-25,active
1003946,1984,53523.47,current,2008-08-25,active
1003947,1985,612727.93,current,2001-03-31,active
1003948,1985,459003.05,current,2014-02-05,active
1003949,1985,184703.66,saving,2005-08-01,active
1003950,1986,163504.42,current,2024-01-21,active
1003951,1986,393298.78,current,2019-05-21,active
1003952,1987,781087.62,saving,2024-09-07,active
1003953,1987,939529.6,current,2025-03-14,active
1003954,1988,486530.16,current,2024-07-28,active
1003955,1988,852408.07,current,2024-03-04,active
1003956,1988,539606.91,current,2024-12-06,active
1003957,1989,888191.76,saving,1998-10-08,active
1003958,1989,808705.89,saving,1984-04-21,active
1003959,1989,27940.07,saving,2003-04-30,active
1003960,1990,549636.89,current,1987-05-30,active
1003961,1990,250277.84,saving,1999-08-11,active
1003962,1991,744381.48,current,2002-02-11,active
1003963,1991,785665.61,current,1985-03-30,active
1003964,1991,453906.48,current,2022-07-09,active
1003965,1992,684755.4,current,2024-11-29,active
1003966,1992,480382.4,saving,2024-07-09,active
1003967,1993,905671.78,saving,2021-11-14,active
1003968,1994,72471.26,saving,2025-03-08,inactive
1003969,1994,577282.74,saving,2025-03-14,active
1003970,1994,272924.95,current,2025-02-28,active
1003971,1995,784457.69,saving,2012-01-06,active
1003972,1995,955461.91,saving,2019-05-21,active
1003973,1995,112341.83,current,2019-07-14,inactive
1003974,1996,652197.08,saving,2008-09-07,active
1003975,1996,823709.81,saving,2021-06-13,active
1003976,1996,405039.25,current,2004-06-24,active
1003977,1997,124609.89,current,2024-03-24,active
1003978,1997,246772.27,saving,2023-12-29,active
1003979,1998,607066.16,saving,2022-05-07,active
1003980,1999,290205.49,current,2024-12-04,active
1003981,1999,65068.94,current,2024-05-08,active
1003982,2000,59279.93,current,2024-09-28,active
1003983,2000,52623.78,current,2024-12-05,active
1003984,2000,181879.76,current,2023-10-19,inactive
1003985,2001,791710.77,current,2018-01-07,active
1003986,2002,47012.08,current,2021-01-03,active
1003987,2002,487942.74,saving,2023-09-05,active
1003988,2003,539844.07,saving,2014-01-02,inactive
1003989,2003,921846.72,current,2021-05-22,active
1003990,2003,478800.37,saving,2017-03-08,active
1003991,2004,204451.94,saving,2022-11-14,active
1003992,2004,362875.95,current,2006-09-14,active
1003993,2004,117609.52,saving,2013-11-08,active
1003994,2005,824452.32,saving,2020-11-23,active
1003995,2005,167643.74,saving,2021-04-29,active
1003996,2006,89983.43,current,2024-08-20,active
1003997,2006,753509.88,current,2025-01-12,active
